"Date","Time","PT08.S1.CO.","PT08.S2.NMHC.","PT08.S3.NOx.","PT08.S4.NO2.","PT08.S5.O3.","T","RH","AH"
"24.04.04","4:00:00",948,700,1045,1430,939,16.9,49.8,0.9514
"24.04.04","5:00:00",933,697,1045,1403,937,14.8,57.7,0.9644
"24.04.04","6:00:00",1021,800,931,1483,1019,14,59.7,0.9499
"24.04.04","7:00:00",1134,979,794,1639,1140,14.6,56.8,0.9385
"24.04.04","8:00:00",1311,1147,681,1838,1351,16.7,51.9,0.9788
"24.04.04","9:00:00",1409,1169,685,1874,1459,20,45,1.039
"24.04.04","10:00:00",1301,1059,787,1727,1297,23.9,33.7,0.9837
"24.04.04","11:00:00",1354,1130,765,1808,1291,26.8,29.5,1.0209
"24.04.04","12:00:00",1391,1136,738,1840,1296,27.2,32.4,1.1493
"24.04.04","13:00:00",1200,929,879,1623,972,26.9,32.1,1.1217
"24.04.04","14:00:00",1338,1016,798,1766,1194,24.3,41.8,1.2561
"24.04.04","15:00:00",1223,938,884,1610,880,25.6,36,1.1629
"24.04.04","16:00:00",1278,1003,845,1691,909,27,31.8,1.1176
"24.04.04","17:00:00",1257,973,860,1634,839,27.5,31.6,1.1417
"24.04.04","18:00:00",1497,1171,725,1899,1248,24.9,38.1,1.1838
"24.04.04","19:00:00",1567,1280,661,1970,1476,23.4,39.7,1.1276
"24.04.04","20:00:00",1503,1203,651,1863,1502,21.2,50.8,1.2631
"24.04.04","21:00:00",1169,850,906,1584,873,15.6,73.5,1.2953
"24.04.04","22:00:00",1007,650,1157,1404,528,12.9,79.7,1.1774
"24.04.04","23:00:00",1004,667,1157,1365,492,11.5,76.9,1.0436
"25.04.04","0:00:00",967,661,1181,1321,463,12.2,66.8,0.9455
"25.04.04","1:00:00",984,707,1131,1359,494,12.4,64.1,0.9209
"25.04.04","2:00:00",931,689,1161,1317,503,12.7,58.7,0.8605
"25.04.04","3:00:00",966,737,1083,1363,581,12.6,58.6,0.8529
"25.04.04","4:00:00",777,521,1535,1121,350,12.5,51.2,0.7374
"25.04.04","5:00:00",763,471,1783,1098,305,12.5,50.9,0.7346
"25.04.04","6:00:00",804,505,1718,1148,329,12.8,49.3,0.7285
"25.04.04","7:00:00",830,535,1496,1184,375,13.5,48.6,0.7487
"25.04.04","8:00:00",833,553,1476,1180,373,14.4,45.9,0.7476
"25.04.04","9:00:00",875,603,1370,1206,385,15.1,43.9,0.7487
"25.04.04","10:00:00",882,621,1346,1216,403,16.6,38.6,0.7236
"25.04.04","11:00:00",862,635,1320,1193,393,17.2,35,0.6789
"25.04.04","12:00:00",863,636,1290,1185,388,17.4,33.9,0.6683
"25.04.04","13:00:00",830,596,1389,1145,371,17.9,30.7,0.6234
"25.04.04","14:00:00",807,584,1488,1104,347,18.3,27.2,0.5675
"25.04.04","15:00:00",873,675,1343,1181,396,19.4,25.7,0.5738
"25.04.04","16:00:00",931,739,1274,1219,474,20.2,24.1,0.563
"25.04.04","17:00:00",918,748,1228,1219,505,19.6,24.9,0.5625
"25.04.04","18:00:00",1001,811,1122,1344,625,18.5,27.8,0.5843
"25.04.04","19:00:00",1169,1039,883,1550,941,17.8,30.3,0.6129
"25.04.04","20:00:00",1085,907,976,1419,893,16.6,34,0.6353
"25.04.04","21:00:00",940,769,1103,1310,731,15.5,37,0.6447
"25.04.04","22:00:00",1126,1083,875,1654,955,14.8,39.5,0.6595
"25.04.04","23:00:00",978,858,1013,1379,761,14.5,42,0.6896
"26.04.04","0:00:00",893,703,1192,1283,515,14.1,44.9,0.7206
"26.04.04","1:00:00",838,601,1361,1220,434,14.2,45.5,0.7333
"26.04.04","2:00:00",803,527,1513,1152,369,14.1,45.3,0.7247
"26.04.04","3:00:00",775,477,1722,1115,335,14,44.3,0.7038
"26.04.04","4:00:00",767,454,1826,1091,319,14.1,43,0.689
"26.04.04","5:00:00",809,521,1575,1158,378,13.9,43.9,0.6923
"26.04.04","6:00:00",898,676,1271,1307,517,14,43.8,0.6959
"26.04.04","7:00:00",1053,880,982,1464,786,14.4,43.6,0.7113
"26.04.04","8:00:00",1033,934,917,1490,844,15,41.7,0.7093
"26.04.04","9:00:00",941,780,1080,1343,720,16.3,38.4,0.7052
"26.04.04","10:00:00",941,782,1102,1328,668,18.3,32.3,0.676
"26.04.04","11:00:00",917,772,1098,1311,605,18.8,31.7,0.6821
"26.04.04","12:00:00",977,837,1038,1413,646,19.6,30.9,0.6968
"26.04.04","13:00:00",994,851,1018,1436,640,20.2,30.7,0.7176
"26.04.04","14:00:00",942,785,1065,1365,571,19.7,32.5,0.7396
"26.04.04","15:00:00",981,810,1060,1395,605,20.7,31.6,0.7602
"26.04.04","16:00:00",984,832,1034,1410,636,20,32.7,0.7545
"26.04.04","17:00:00",1116,1003,864,1625,886,18.6,35.4,0.7535
"26.04.04","18:00:00",1181,1114,787,1685,1032,18.3,35.9,0.7501
"26.04.04","19:00:00",1163,1068,811,1616,977,17.8,37.5,0.7568
"26.04.04","20:00:00",1081,950,907,1496,924,17.3,38.8,0.7584
"26.04.04","21:00:00",1017,842,1000,1441,846,17.3,38.8,0.7596
"26.04.04","22:00:00",966,778,1057,1359,755,16.4,40.8,0.7542
"26.04.04","23:00:00",924,709,1158,1318,610,16,41.4,0.7487
"27.04.04","0:00:00",861,601,1351,1225,439,15.4,43,0.7482
"27.04.04","1:00:00",826,560,1424,1197,402,15.7,42.5,0.7539
"27.04.04","2:00:00",846,557,1385,1212,406,15.6,43.4,0.7651
"27.04.04","3:00:00",842,545,1423,1224,424,15.2,45.8,0.7864
"27.04.04","4:00:00",909,617,1236,1302,558,14.7,49.9,0.828
"27.04.04","5:00:00",930,670,1143,1339,746,15.5,47.3,0.8282
"27.04.04","6:00:00",1120,935,843,1593,1126,14.4,53.1,0.8677
"27.04.04","7:00:00",1518,1389,589,2101,1703,15.9,48.5,0.8704
"27.04.04","8:00:00",1461,1398,630,2050,1628,18.1,40.3,0.8294
"27.04.04","9:00:00",1075,896,938,1487,936,19.6,35.9,0.81
"27.04.04","10:00:00",1061,908,968,1455,890,22.8,29.1,0.796
"27.04.04","11:00:00",1066,931,979,1474,757,24.8,25.3,0.7793
"27.04.04","12:00:00",1179,1137,829,1651,949,27.2,22,0.7785
"27.04.04","13:00:00",1251,1238,773,1779,1109,28.2,20.4,0.7677
"27.04.04","14:00:00",1120,1048,898,1560,870,25.4,24.2,0.7733
"27.04.04","15:00:00",1187,1142,840,1651,1011,25.7,23.8,0.7737
"27.04.04","16:00:00",1145,1066,903,1592,885,27.2,22.1,0.7811
"27.04.04","17:00:00",1215,1164,817,1689,1015,27,22.3,0.786
"27.04.04","18:00:00",1317,1231,766,1798,1155,24.5,27.8,0.8433
"27.04.04","19:00:00",1388,1341,702,1955,1315,23.7,30.2,0.8718
"27.04.04","20:00:00",1295,1266,716,1849,1359,21.5,34.5,0.8746
"27.04.04","21:00:00",1153,1066,811,1651,1194,19.9,37.8,0.8675
"27.04.04","22:00:00",1078,932,905,1511,951,18.9,40.6,0.8771
"27.04.04","23:00:00",1133,1012,806,1608,1054,17.9,43.5,0.884
"28.04.04","0:00:00",1055,899,880,1504,980,17.4,46.3,0.9112
"28.04.04","1:00:00",953,735,999,1396,898,18.1,44.7,0.9186
"28.04.04","2:00:00",892,639,1139,1359,803,16.5,50.1,0.9331
"28.04.04","3:00:00",895,632,1167,1347,684,14.2,56.9,0.9141
"28.04.04","4:00:00",859,602,1209,1321,644,14.7,56.2,0.9341
"28.04.04","5:00:00",856,619,1191,1345,677,16.3,52.8,0.9722
"28.04.04","6:00:00",1030,880,892,1539,996,13.9,60.7,0.9597
"28.04.04","7:00:00",1689,1560,529,2396,1736,15,58.3,0.9876
"28.04.04","8:00:00",1486,1351,571,2112,1692,16.1,54.8,0.996
"28.04.04","9:00:00",1592,1423,577,2155,2108,19.3,46.4,1.0248
"28.04.04","10:00:00",1469,1252,692,1903,1807,24.2,33.8,1.0097
"28.04.04","11:00:00",1364,1205,723,1850,1566,26.7,28.7,0.9895
"28.04.04","12:00:00",1285,1123,755,1741,1293,27.4,28.2,1.0098
"28.04.04","13:00:00",1311,1170,748,1787,1219,28.1,26.9,1.0094
"28.04.04","14:00:00",1416,1348,684,1969,1330,27.7,26.5,0.9693
"28.04.04","15:00:00",1387,1318,701,1890,1299,28.4,23.4,0.8935
"28.04.04","16:00:00",1329,1185,768,1750,1111,28.4,26,0.9922
"28.04.04","17:00:00",1496,1292,680,1878,1300,27.3,30,1.0752
"28.04.04","18:00:00",1676,1525,567,2226,1653,24.3,37.3,1.1199
"28.04.04","19:00:00",1724,1510,562,2252,1716,23.1,42.2,1.1746
"28.04.04","20:00:00",1642,1426,597,2117,1720,21.8,43.6,1.1226
"28.04.04","21:00:00",1267,1088,764,1740,1339,19.8,46.8,1.0702
"28.04.04","22:00:00",1146,923,845,1575,1166,19.6,49.8,1.1221
"28.04.04","23:00:00",1216,960,788,1662,1256,17.9,56.2,1.142
"29.04.04","0:00:00",1128,891,838,1574,1125,17.4,55.6,1.0963
"29.04.04","1:00:00",1042,772,923,1495,968,16.8,59.5,1.1269
"29.04.04","2:00:00",926,639,1115,1409,814,15.9,60.1,1.0806
"29.04.04","3:00:00",898,608,1154,1386,743,15.6,61.2,1.0784
"29.04.04","4:00:00",889,617,1168,1382,758,14.6,63.4,1.0446
"29.04.04","5:00:00",959,734,1038,1470,861,13.3,67,1.0203
"29.04.04","6:00:00",1097,956,827,1620,1047,12.9,66.5,0.9846
"29.04.04","7:00:00",1674,1547,539,2405,1665,14.8,61.3,1.0237
"29.04.04","8:00:00",1771,1690,461,2572,1982,16.1,56.5,1.0274
"29.04.04","9:00:00",1408,1241,648,1886,1711,18.6,47.8,1.0143
"29.04.04","10:00:00",1156,1009,875,1583,1204,23.8,30.2,0.8771
"29.04.04","11:00:00",1042,941,971,1491,871,25.4,25,0.7966
"29.04.04","12:00:00",1167,1128,829,1716,1040,25.6,25.5,0.8234
"29.04.04","13:00:00",1398,1360,656,2037,1439,24.9,29.9,0.9325
"29.04.04","14:00:00",1458,1321,654,2023,1516,22.4,37.9,1.016
"29.04.04","15:00:00",1554,1379,614,2151,1693,21.7,44,1.1242
"29.04.04","16:00:00",1495,1331,615,2069,1635,21.4,44.4,1.1176
"29.04.04","17:00:00",1560,1424,579,2176,1688,20.8,45.3,1.1016
"29.04.04","18:00:00",1664,1519,553,2312,1820,20.2,48.6,1.1354
"29.04.04","19:00:00",1761,1610,502,2488,2006,20.2,50.8,1.1924
"29.04.04","20:00:00",1524,1275,608,2046,1740,18.6,57.6,1.2233
"29.04.04","21:00:00",1398,1189,646,1931,1577,18.2,58.8,1.2173
"29.04.04","22:00:00",1342,1106,694,1856,1443,17.8,61,1.2352
"29.04.04","23:00:00",1433,1104,681,1876,1411,17,70.7,1.3554
"30.04.04","0:00:00",1297,1019,733,1823,1217,16.2,76.9,1.4051
"30.04.04","1:00:00",1179,884,830,1696,1086,15.7,78.6,1.3943
"30.04.04","2:00:00",1097,809,897,1628,1050,15.7,78.4,1.3917
"30.04.04","3:00:00",1054,761,963,1598,965,15.7,77.4,1.3683
"30.04.04","4:00:00",1017,711,1009,1554,906,15.4,78.5,1.3635
"30.04.04","5:00:00",1005,738,1005,1563,917,15.7,74.7,1.3194
"30.04.04","6:00:00",1206,949,818,1771,1116,15.9,73.1,1.3136
"30.04.04","7:00:00",1458,1249,662,2033,1380,16.6,68.2,1.2737
"30.04.04","8:00:00",1405,1295,638,2065,1378,18.7,57.6,1.2323
"30.04.04","9:00:00",1381,1199,685,1970,1365,17.6,65,1.2945
"30.04.04","10:00:00",1315,1072,736,1833,1273,16.3,73.2,1.3458
"30.04.04","11:00:00",1332,1082,707,1889,1242,16,78.5,1.4209
"30.04.04","12:00:00",1362,1145,673,1973,1294,17.3,72.4,1.4125
"30.04.04","13:00:00",1399,1222,643,2061,1413,19.4,60.9,1.3545
"30.04.04","14:00:00",1310,1160,695,1939,1224,21.4,50.9,1.2823
"30.04.04","15:00:00",1399,1201,699,1971,1318,22.7,45.8,1.2465
"30.04.04","16:00:00",1524,1239,644,2139,1404,20.9,60.8,1.4852
"30.04.04","17:00:00",1487,1274,641,2133,1471,21,54.3,1.3353
"30.04.04","18:00:00",1480,1324,622,2162,1623,20.8,54.4,1.3194
"30.04.04","19:00:00",1626,1476,555,2356,1786,19.8,58.6,1.3392
"30.04.04","20:00:00",1449,1282,625,2100,1569,19.1,61.1,1.3345
"30.04.04","21:00:00",1363,1152,684,1951,1495,18.2,65.4,1.3529
"30.04.04","22:00:00",1371,1136,689,1927,1471,18.1,66.1,1.3579
"30.04.04","23:00:00",1406,1107,718,1872,1384,17.7,66.9,1.3422
"01.05.04","0:00:00",1425,1155,709,1936,1789,17.8,66.8,1.346
"01.05.04","1:00:00",1179,951,826,1724,1323,17.3,68.3,1.3346
"01.05.04","2:00:00",1047,833,939,1647,1081,16.5,70.2,1.3099
"01.05.04","3:00:00",1009,825,950,1629,938,15.7,73.1,1.2902
"01.05.04","4:00:00",882,685,1134,1492,673,16.2,69.9,1.2756
"01.05.04","5:00:00",858,624,1205,1434,543,16.7,67.1,1.2619
"01.05.04","6:00:00",875,659,1180,1452,561,16.7,66.9,1.2631
"01.05.04","7:00:00",1012,833,916,1632,862,16.9,66.5,1.2688
"01.05.04","8:00:00",1049,836,926,1615,901,17.7,62,1.2458
"01.05.04","9:00:00",1131,932,854,1693,1048,19.4,54.6,1.2184
"01.05.04","10:00:00",1120,931,886,1652,971,21.6,46.1,1.1725
"01.05.04","11:00:00",1117,946,909,1657,915,24.6,36.7,1.1202
"01.05.04","12:00:00",1110,948,901,1632,891,26,31.9,1.0566
"01.05.04","13:00:00",962,816,1044,1489,628,25.6,31.5,1.0184
"01.05.04","14:00:00",963,835,1029,1495,556,24.8,34.8,1.0716
"01.05.04","15:00:00",1050,948,928,1584,652,26.1,30.3,1.0101
"01.05.04","16:00:00",1053,911,949,1603,683,25.5,33.5,1.0767
"01.05.04","17:00:00",1045,910,948,1598,624,23.7,37.2,1.0746
"01.05.04","18:00:00",1124,1013,849,1676,733,22.3,38.9,1.0324
"01.05.04","19:00:00",1330,1140,759,1780,1062,20.7,42.8,1.0298
"01.05.04","20:00:00",1171,1006,835,1674,988,19,51.7,1.1222
"01.05.04","21:00:00",1085,954,866,1656,871,17.8,55.5,1.1174
"01.05.04","22:00:00",1358,1144,727,1851,1243,17.4,57.6,1.1342
"01.05.04","23:00:00",1385,1094,765,1769,1175,17.6,58.5,1.1645
"02.05.04","0:00:00",1167,914,876,1599,1126,17.2,59.3,1.1551
"02.05.04","1:00:00",1072,894,893,1646,1118,17.1,60.4,1.1633
"02.05.04","2:00:00",938,789,989,1536,864,16.4,62.2,1.1507
"02.05.04","3:00:00",1000,838,910,1580,942,14.8,67.6,1.1352
"02.05.04","4:00:00",854,670,1141,1460,684,14.8,65.8,1.1028
"02.05.04","5:00:00",815,628,1212,1426,689,14.7,65.2,1.0811
"02.05.04","6:00:00",866,689,1138,1456,767,13.1,70.2,1.0554
"02.05.04","7:00:00",911,751,1036,1518,817,14.3,66.2,1.0728
"02.05.04","8:00:00",988,806,951,1568,940,16,61.6,1.1083
"02.05.04","9:00:00",1046,851,920,1595,908,17.7,56.4,1.1342
"02.05.04","10:00:00",1085,918,890,1639,871,21.3,44.7,1.1157
"02.05.04","11:00:00",1008,816,1015,1531,689,23.6,36.4,1.0431
"02.05.04","12:00:00",1004,821,1031,1510,629,24.3,34,1.0149
"02.05.04","13:00:00",948,754,1086,1436,602,24.4,32.7,0.9863
"02.05.04","14:00:00",1026,847,1010,1519,617,24.6,31.7,0.9647
"02.05.04","15:00:00",1047,859,948,1538,677,23.9,34.3,1.002
"02.05.04","16:00:00",1018,790,1047,1443,580,25.9,28.1,0.9258
"02.05.04","17:00:00",1160,957,884,1637,861,24.5,32.3,0.9815
"02.05.04","18:00:00",1269,1047,809,1721,1080,22.6,39.3,1.06
"02.05.04","19:00:00",1394,1111,736,1853,1288,21.2,47.5,1.1828
"02.05.04","20:00:00",1292,1003,789,1753,1163,19.9,54.9,1.2632
"02.05.04","21:00:00",1212,966,840,1691,1043,19.4,52.1,1.1642
"02.05.04","22:00:00",1137,985,858,1607,1045,19.4,42.6,0.9485
"02.05.04","23:00:00",1080,910,923,1548,929,19.1,44.1,0.966
"03.05.04","0:00:00",1031,861,903,1534,825,18,49.3,1.0086
"03.05.04","1:00:00",917,654,1169,1414,545,17.6,54.6,1.0918
"03.05.04","2:00:00",888,598,1228,1397,500,16.4,62.1,1.1493
"03.05.04","3:00:00",872,564,1284,1385,494,15.6,65.3,1.1484
"03.05.04","4:00:00",876,547,1256,1351,505,16,61.4,1.1043
"03.05.04","5:00:00",964,697,1067,1516,717,15.8,64.3,1.1416
"03.05.04","6:00:00",1147,906,815,1687,1126,16,65.8,1.1844
"03.05.04","7:00:00",1493,1328,577,2193,1597,16.8,62.5,1.1869
"03.05.04","8:00:00",1597,1466,518,2400,1687,16.9,66.1,1.2613
"03.05.04","9:00:00",1483,1222,597,2054,1529,17.4,68.9,1.3557
"03.05.04","10:00:00",1222,1080,742,1755,1366,21.4,45,1.1291
"03.05.04","11:00:00",1060,1010,858,1623,1074,23.9,30.7,0.9002
"03.05.04","12:00:00",1048,1013,886,1584,940,26.8,25.2,0.8721
"03.05.04","13:00:00",1051,1008,911,1561,921,28.4,23.6,0.8983
"03.05.04","14:00:00",998,977,947,1496,695,30.3,20.1,0.8539
"03.05.04","15:00:00",1058,1023,896,1580,795,30.9,19.7,0.8649
"03.05.04","16:00:00",1203,1204,790,1744,1079,30.2,20.5,0.8672
"03.05.04","17:00:00",1491,1392,630,2149,1473,26.4,34.6,1.1724
"03.05.04","18:00:00",1467,1385,623,2084,1493,24.9,39.4,1.2268
"03.05.04","19:00:00",1407,1279,660,2009,1308,23.5,43.7,1.2484
"03.05.04","20:00:00",1324,1086,692,1903,1189,19.3,63.1,1.4028
"03.05.04","21:00:00",1214,970,777,1771,1076,18.7,64.6,1.3836
"03.05.04","22:00:00",1016,780,967,1566,806,19.5,57.1,1.2806
"03.05.04","23:00:00",1135,842,872,1653,973,18.9,62.5,1.3521
"04.05.04","0:00:00",1065,789,936,1620,929,18.4,65.8,1.3802
"04.05.04","1:00:00",999,692,1038,1588,778,16.4,79.2,1.4681
"04.05.04","2:00:00",911,599,1189,1517,633,16.1,80,1.4562
"04.05.04","3:00:00",873,545,1308,1471,497,15.6,81,1.4302
"04.05.04","4:00:00",881,546,1335,1465,458,15.6,81,1.4216
"04.05.04","5:00:00",967,646,1117,1552,579,15.7,80.5,1.4236
"04.05.04","6:00:00",1280,976,780,1912,1003,16,80.8,1.4602
"04.05.04","7:00:00",1564,1379,552,2306,1393,16.6,78,1.4572
"04.05.04","8:00:00",1505,1358,556,2248,1406,16.1,79.2,1.4398
"04.05.04","9:00:00",1309,1186,649,1973,1308,17.7,70.8,1.4171
"04.05.04","10:00:00",1035,895,898,1657,863,20.3,54.8,1.2867
"04.05.04","11:00:00",1148,1062,753,1825,1004,21.2,49.3,1.2271
"04.05.04","12:00:00",1152,1104,725,1860,1023,21.5,47.9,1.2178
"04.05.04","13:00:00",1131,1059,772,1784,978,21.4,47.7,1.2047
"04.05.04","14:00:00",1142,1053,753,1814,979,20.4,54,1.2757
"04.05.04","15:00:00",1197,1082,753,1851,971,19.9,57.1,1.3158
"04.05.04","16:00:00",960,828,971,1565,617,19.9,55.2,1.2701
"04.05.04","17:00:00",1077,1001,836,1764,717,19.5,55.7,1.2512
"04.05.04","18:00:00",1377,1313,612,2120,1220,18.3,62.8,1.3127
"04.05.04","19:00:00",1405,1353,602,2185,1296,17.2,68.3,1.3289
"04.05.04","20:00:00",1484,1319,591,2166,1413,16.1,75.2,1.3654
"04.05.04","21:00:00",1187,1042,766,1840,1093,16.6,70.8,1.3253
"04.05.04","22:00:00",870,729,1096,1475,586,18.5,56,1.181
"04.05.04","23:00:00",932,765,1054,1543,575,17.3,59.5,1.1667
"05.05.04","0:00:00",830,608,1282,1370,441,18.6,52.3,1.1121
"05.05.04","1:00:00",778,534,1480,1294,358,19,49.8,1.0831
"05.05.04","2:00:00",820,541,1450,1360,377,15.7,64.5,1.14
"05.05.04","3:00:00",842,565,1327,1399,437,15.5,66.9,1.1691
"05.05.04","4:00:00",867,589,1267,1439,468,14.7,74.1,1.2302
"05.05.04","5:00:00",927,682,1109,1526,580,14.6,77.1,1.2727
"05.05.04","6:00:00",1060,851,912,1673,805,14.5,78.3,1.2851
"05.05.04","7:00:00",1440,1271,630,2163,1273,15.1,76.8,1.3061
"05.05.04","8:00:00",1449,1350,571,2264,1452,16.4,70.8,1.3088
"05.05.04","9:00:00",1384,1265,620,2143,1307,16.4,72.4,1.3379
"05.05.04","10:00:00",1172,1085,737,1876,1102,16.3,68.6,1.2657
"05.05.04","11:00:00",1143,1083,735,1887,1083,17.2,62.9,1.2228
"05.05.04","12:00:00",1167,1134,709,1920,1083,17.4,61.1,1.206
"05.05.04","13:00:00",1303,1288,618,2116,1236,16.8,66.8,1.2691
"05.05.04","14:00:00",1264,1279,631,2049,1223,17.3,62.6,1.226
"05.05.04","15:00:00",1242,1193,684,1945,1175,17.5,60.8,1.2029
"05.05.04","16:00:00",1070,1022,824,1740,933,17.5,59.2,1.1725
"05.05.04","17:00:00",981,978,857,1682,835,17.7,56.9,1.1392
"05.05.04","18:00:00",1198,1136,717,1870,1291,17.1,61.5,1.1873
"05.05.04","19:00:00",1000,918,881,1661,802,17.5,63.9,1.2667
"05.05.04","20:00:00",1110,949,850,1733,842,15.9,70.7,1.2672
"05.05.04","21:00:00",1023,854,918,1637,744,15.1,75.1,1.2799
"05.05.04","22:00:00",861,695,1130,1438,500,13.9,72.5,1.1502
"05.05.04","23:00:00",969,760,1059,1518,560,12,79.8,1.1175
"06.05.04","0:00:00",898,741,1085,1468,589,12.5,75.8,1.0938
"06.05.04","1:00:00",835,674,1201,1416,488,12,75,1.0499
"06.05.04","2:00:00",766,523,1534,1310,387,12.6,72.2,1.0503
"06.05.04","3:00:00",743,502,1635,1292,355,12.7,71.6,1.0486
"06.05.04","4:00:00",758,517,1625,1294,351,13.1,67.1,1.0079
"06.05.04","5:00:00",804,604,1366,1357,420,13.2,64.6,0.9774
"06.05.04","6:00:00",948,817,1048,1546,695,13.1,65.6,0.9815
"06.05.04","7:00:00",1204,1205,729,1984,1139,14.7,58.5,0.9688
"06.05.04","8:00:00",1231,1304,652,2029,1315,15.9,53.1,0.9529
"06.05.04","9:00:00",1176,1191,705,1836,1217,17.9,46.1,0.9388
"06.05.04","10:00:00",1043,1066,789,1692,1014,20.2,37.7,0.8833
"06.05.04","11:00:00",992,970,869,1624,884,18.5,42.8,0.9026
"06.05.04","12:00:00",885,772,1035,1450,524,13,64.3,0.9586
"06.05.04","13:00:00",991,937,874,1581,644,15.1,54.5,0.9309
"06.05.04","14:00:00",1182,1119,733,1831,1032,13.6,65.5,1.0184
"06.05.04","15:00:00",1191,1074,741,1816,1038,12.3,78.3,1.1154
"06.05.04","16:00:00",1272,1136,730,1869,1077,12.7,74.2,1.0863
"06.05.04","17:00:00",1138,1063,804,1728,983,14.4,64.2,1.049
"06.05.04","18:00:00",1008,954,892,1626,834,15.6,58.3,1.0266
"06.05.04","19:00:00",1075,1015,824,1722,949,15,61.4,1.0385
"06.05.04","20:00:00",1034,935,870,1605,941,13.7,65.8,1.0254
"06.05.04","21:00:00",934,841,973,1497,756,12.3,66.4,0.944
"06.05.04","22:00:00",883,705,1133,1422,655,15.4,58.8,1.0215
"06.05.04","23:00:00",1021,871,938,1586,805,14.1,64.9,1.0405
"07.05.04","0:00:00",1059,907,879,1579,970,13.8,64.7,1.0168
"07.05.04","1:00:00",1023,878,896,1568,969,13.5,67.8,1.042
"07.05.04","2:00:00",855,669,1160,1427,671,13.7,69.4,1.0794
"07.05.04","3:00:00",826,616,1227,1384,575,13.9,67.7,1.0712
"07.05.04","4:00:00",831,602,1269,1386,535,14,67.8,1.0787
"07.05.04","5:00:00",817,639,1260,1364,489,14.6,61.1,1.0075
"07.05.04","6:00:00",972,880,964,1590,689,14.3,60.5,0.9847
"07.05.04","7:00:00",1200,1290,657,2014,1196,14.9,56.9,0.9582
"07.05.04","8:00:00",1234,1355,621,2095,1266,16.4,50.2,0.9286
"07.05.04","9:00:00",1164,1148,741,1824,1130,16,50.9,0.9211
"07.05.04","10:00:00",976,952,878,1582,834,18.6,42.8,0.9091
"07.05.04","11:00:00",844,825,1027,1405,536,19.7,33.7,0.7646
"07.05.04","12:00:00",851,906,989,1418,545,21.2,27.7,0.6864
"07.05.04","13:00:00",926,1010,904,1526,720,19.7,28.5,0.6445
"07.05.04","14:00:00",890,950,940,1460,655,19.8,29.7,0.678
"07.05.04","15:00:00",921,914,937,1481,614,19.2,35.6,0.7856
"07.05.04","16:00:00",1052,956,869,1600,725,14.2,60.5,0.9765
"07.05.04","17:00:00",1247,1238,691,1948,1036,12.9,69.1,1.0249
"07.05.04","18:00:00",1205,1222,684,1911,1127,12.7,70.4,1.0294
"07.05.04","19:00:00",1016,995,857,1642,854,13.9,62.7,0.9905
"07.05.04","20:00:00",984,879,940,1527,792,13.9,62.9,0.9948
"07.05.04","21:00:00",1041,898,922,1595,891,13.4,65.2,0.9996
"07.05.04","22:00:00",1027,887,927,1568,876,13.4,64.6,0.9864
"07.05.04","23:00:00",1025,869,954,1531,851,13.3,63.6,0.9677
"08.05.04","0:00:00",984,829,1003,1516,787,13.3,61.8,0.9433
"08.05.04","1:00:00",969,791,1084,1446,711,13.6,59.7,0.9271
"08.05.04","2:00:00",758,546,1483,1252,396,14.6,53.3,0.8807
"08.05.04","3:00:00",767,547,1482,1239,375,14.3,51.7,0.8412
"08.05.04","4:00:00",772,518,1544,1202,343,10.9,67.5,0.8785
"08.05.04","5:00:00",831,557,1480,1257,401,7.4,85.2,0.8808
"08.05.04","6:00:00",871,628,1243,1329,518,8.7,81.5,0.919
"08.05.04","7:00:00",995,808,1028,1479,685,10.3,75.6,0.9458
"08.05.04","8:00:00",1093,918,857,1589,939,11,75,0.9821
"08.05.04","9:00:00",1079,885,884,1588,974,13.6,66.1,1.0236
"08.05.04","10:00:00",1084,852,910,1575,959,14.7,63.1,1.0488
"08.05.04","11:00:00",1204,982,791,1739,1067,13.8,72.3,1.1361
"08.05.04","12:00:00",1213,1018,760,1778,1061,13.3,76.8,1.1703
"08.05.04","13:00:00",1124,949,827,1671,1008,16.2,60,1.0937
"08.05.04","14:00:00",945,726,1053,1432,637,16.3,55.3,1.0146
"08.05.04","15:00:00",964,833,1003,1489,647,20,40.4,0.9354
"08.05.04","16:00:00",903,786,1073,1375,523,19.8,35.4,0.8099
"08.05.04","17:00:00",918,863,992,1408,539,19.8,33.6,0.767
"08.05.04","18:00:00",1028,961,913,1502,649,17.8,38.5,0.7763
"08.05.04","19:00:00",1175,1209,720,1829,1071,16.7,44.6,0.8393
"08.05.04","20:00:00",1215,1161,714,1802,1237,15.1,51.8,0.8816
"08.05.04","21:00:00",1072,976,835,1603,1018,14.1,56.2,0.9028
"08.05.04","22:00:00",1070,952,858,1573,966,13.8,58.3,0.9147
"08.05.04","23:00:00",1021,853,979,1457,901,13.7,59.7,0.9285
"09.05.04","0:00:00",1063,859,952,1519,949,13.7,60.3,0.9405
"09.05.04","1:00:00",1068,938,862,1575,1057,12.7,64.9,0.9506
"09.05.04","2:00:00",993,913,879,1601,989,12.6,65.4,0.9529
"09.05.04","3:00:00",1034,928,848,1619,1005,12.1,68.6,0.964
"09.05.04","4:00:00",1025,914,856,1605,1003,12.3,68,0.9722
"09.05.04","5:00:00",1036,902,825,1558,1087,11.9,71.1,0.9899
